iteration,node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
0,1,-0.010616666666666668,0.007376463828319669,-0.012596721337791128,-0.016905019633969964,-0.01061666666666667,-0.023400000000000015,6.666666666666659e-05,0.00021666666666666668,-0.03188333333333333,0.0824,-0.014616666666666668,-0.025349999999999994,-0.009133333333333335,-0.05434999999999999,-0.030116666666666684
0,3,-0.012759999999999994,0.03416528909322823,-0.018200296004022645,-0.02053336841581065,-0.012760000000000007,0.018566666666666672,-0.02351666666666666,-0.0014833333333333332,-0.037966666666666676,0.1087833333333333,-0.02021666666666667,-0.04736666666666667,-0.021166666666666663,-0.060983333333333334,-0.04225
0,4,-0.01292333333333333,0.03119075758948194,-0.01699551078232658,-0.009519120017097031,-0.012923333333333328,-0.03503333333333333,-0.01841666666666667,-0.0013666666666666664,0.008033333333333335,0.05105000000000002,-0.021316666666666664,-0.01883333333333333,-0.02391666666666666,-0.018950000000000005,-0.050483333333333345
0,2,-0.012685,0.013034454703077914,-0.013959488026505693,-0.006886023124522848,-0.012685000000000004,-0.0198,-0.03975000000000001,-0.0014666666666666667,-0.03473333333333333,0.03826666666666668,0.0016499999999999996,0.024366666666666672,-0.019033333333333333,-0.05240000000000001,-0.02395
0,0,-0.009385,0.008877781065153181,-0.011624968916845104,-0.0005944600166654478,-0.009385000000000003,-0.026033333333333335,-0.026600000000000013,-0.0005499999999999999,-0.019100000000000002,0.09331666666666667,-0.016633333333333333,-0.04653333333333332,0.009700000000000002,-0.02783333333333334,-0.03358333333333335
0,5,-0.010629999999999999,0.019249081535703757,-0.013308121213254531,-0.0019015076420509853,-0.01063000000000001,-0.019133333333333325,-0.023616666666666678,-0.0015166666666666668,-0.033183333333333336,0.08651666666666664,-0.011533333333333333,-0.030783333333333333,-0.013450000000000004,-0.022483333333333338,-0.037116666666666666
1,1,-0.011056666666666664,0.032485718635996454,-0.010046185886189609,-0.014170444241424817,-0.011056666666666671,-0.03258333333333332,-0.010566666666666663,0.0018000000000000002,-0.02401666666666667,0.06893333333333336,-0.013600000000000001,-0.03341666666666667,0.007983333333333334,-0.04426666666666667,-0.030833333333333334
1,3,-0.025728333333333336,0.09076888243610444,-0.029670044173097865,-0.02754687944525637,-0.025728333333333353,0.02880000000000001,-0.03388333333333334,-0.003883333333333333,-0.03353333333333333,0.12234999999999996,-0.030249999999999996,-0.05860000000000002,-0.032499999999999994,-0.16235,-0.05343333333333333
1,5,-0.020678333333333333,0.08022560649363603,-0.02001185527531844,-0.0011475777453774615,-0.02067833333333333,-0.04394999999999999,-0.03586666666666667,-0.0019666666666666673,-0.023666666666666673,0.07569999999999999,-0.007916666666666666,-0.027783333333333327,-0.0030666666666666655,-0.09886666666666664,-0.039400000000000004
1,0,-0.008368333333333334,0.02144342654576477,-0.011178131484273704,0.011079982355917705,-0.008368333333333337,-0.03679999999999999,-0.025983333333333334,-0.00036666666666666645,-0.015566666666666673,0.07785,-0.016783333333333338,-0.05101666666666668,0.01088333333333333,0.018966666666666666,-0.04486666666666667
1,2,-0.0068216666666666695,0.013659473728475507,-0.00552604533336366,0.006710067163168652,-0.006821666666666668,0.0061333333333333335,-0.049033333333333325,0.0006833333333333334,-0.02936666666666667,0.023033333333333347,-0.0010666666666666698,0.018716666666666666,-0.010016666666666667,-0.0034333333333333355,-0.02386666666666667
1,4,-0.01644666666666667,0.05976700322137018,-0.019942612697347203,0.004809596959044391,-0.016446666666666672,-0.06543333333333334,-0.02733333333333332,0.00023333333333333311,0.00965,0.03629999999999999,-0.026550000000000004,-0.011900000000000003,-0.015950000000000002,-0.006549999999999999,-0.05693333333333336
2,4,-0.011906666666666671,0.02430595469576034,-0.01801873513966126,0.009599957612357823,-0.01190666666666667,-0.08181666666666669,-0.03898333333333334,-0.0004000000000000002,0.02488333333333334,0.023616666666666657,-0.04013333333333333,-0.00014999999999999736,-0.024666666666666667,0.09538333333333332,-0.0768
2,0,-0.00851333333333333,0.0017999472638350461,-0.015831288781594052,0.010011664922697183,-0.008513333333333343,-0.07450000000000001,-0.027150000000000007,0.0038166666666666674,-0.008150000000000003,0.0785,-0.024250000000000004,-0.07831666666666669,0.013433333333333339,0.09440000000000003,-0.06291666666666666
2,1,-0.004678333333333338,0.009843568070425827,-0.003518163132249723,-0.013057777560197735,-0.004678333333333327,-0.026300000000000007,-0.013633333333333332,0.005066666666666666,-0.02498333333333334,0.06106666666666666,-0.02251666666666667,-0.037183333333333346,0.01375,0.025666666666666674,-0.027716666666666667
2,5,-0.009680000000000001,0.03545728101851829,-0.012135459993201722,-0.0023085143504987062,-0.009679999999999996,-0.06403333333333337,-0.028800000000000017,-0.0013166666666666659,-0.026250000000000006,0.07378333333333334,-0.012583333333333335,-0.03421666666666667,0.00933333333333333,0.023416666666666693,-0.03613333333333334
2,2,-0.001156666666666661,0.005197333897248452,0.0036404779537392456,-0.0009285700750585619,-0.0011566666666666698,0.014433333333333334,-0.051050000000000005,-0.001083333333333333,-0.03166666666666667,0.012316666666666662,0.008683333333333335,0.031716666666666664,0.0030000000000000022,0.01053333333333332,-0.008449999999999994
2,3,-0.01878166666666667,0.06970232184778606,-0.02508991059747871,-0.01811409164121192,-0.01878166666666667,0.07288333333333331,-0.06888333333333337,-0.0012499999999999996,-0.043500000000000004,0.12988333333333332,-0.04570000000000002,-0.08768333333333335,-0.02984999999999999,-0.05689999999999998,-0.05681666666666669
3,2,-0.004675000000000001,0.002126703596418827,-0.00258045149435096,-0.007448316113240158,-0.0046750000000000055,0.04161666666666666,-0.08318333333333335,0.006216666666666666,-0.04303333333333333,0.024433333333333345,0.009233333333333333,0.008816666666666667,-0.008683333333333336,0.019,-0.021166666666666667
3,1,-0.0038233333333333314,-0.014152610820822873,-0.0025241114251292004,-0.00732878239586672,-0.00382333333333334,-0.05838333333333336,0.0040833333333333355,0.012999999999999998,-0.024766666666666673,0.039183333333333355,-0.011650000000000008,-0.023499999999999997,0.0032000000000000015,0.055116666666666675,-0.03451666666666666
3,5,-0.01768833333333333,0.042792327186357726,-0.024736693664202603,-0.007331486694750609,-0.017688333333333334,-0.06430000000000001,-0.07623333333333336,-0.0028000000000000004,-0.030633333333333335,0.08611666666666666,-0.023400000000000008,-0.03544999999999999,-0.025849999999999998,0.05455000000000001,-0.05888333333333334
3,3,-0.01428,0.046306731607250885,-0.018906987757489956,-0.0258885609695952,-0.014280000000000015,0.09630000000000001,-0.045300000000000014,-0.004566666666666667,-0.04158333333333333,0.08083333333333331,-0.04273333333333332,-0.07745,-0.04078333333333334,-0.02065,-0.046866666666666675
3,4,-0.012809999999999997,0.02345872808666999,-0.01874685836914221,0.0036246225545376377,-0.01280999999999999,-0.08226666666666667,-0.0618,0.0046,0.01933333333333333,0.03096666666666667,-0.048033333333333345,-0.02,-0.009300000000000003,0.10694999999999999,-0.06855000000000003
3,0,-0.010973333333333333,0.005751711142797149,-0.01583574677636249,0.005851469454006626,-0.010973333333333337,-0.055800000000000016,-0.03206666666666667,0.004716666666666666,-0.011316666666666668,0.06879999999999997,-0.029583333333333347,-0.05558333333333332,-0.01391666666666667,0.07803333333333332,-0.06301666666666667
4,0,-0.006835000000000001,0.007132959606288094,-0.008898244981227054,0.0003992247167616766,-0.006834999999999995,-0.07083333333333332,-0.026716666666666666,0.010516666666666667,-0.015166666666666669,0.05115000000000001,-0.0207,-0.04783333333333332,0.007316666666666669,0.07986666666666668,-0.03594999999999999
4,1,-0.002703333333333334,-0.0054981490482443355,-0.0011381557895819474,-0.0038424010952692726,-0.0027033333333333406,-0.027950000000000006,0.010450000000000006,0.016333333333333335,-0.022483333333333338,0.03355,-0.013283333333333336,-0.023000000000000007,-0.008533333333333335,0.043466666666666674,-0.03558333333333334
4,4,-0.01676833333333333,0.04787685634477377,-0.021251435254161954,0.0024923465559537447,-0.016768333333333336,-0.06654999999999998,-0.09896666666666665,0.020549999999999995,0.025366666666666666,0.021683333333333346,-0.04698333333333334,-0.03728333333333333,-0.023333333333333334,0.12251666666666666,-0.08468333333333332
4,3,-0.02112166666666666,0.08129679664431606,-0.028357679900756817,-0.012384384154136287,-0.021121666666666677,0.14653333333333332,-0.0668666666666667,0.00041666666666666734,-0.04286666666666667,0.09093333333333338,-0.05751666666666665,-0.07766666666666668,-0.07341666666666669,-0.05615000000000001,-0.07461666666666665
