iteration,node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
0,1,-0.0019250000000000003,-0.14281604743054463,0.0025110342183574533,-0.005023363709833401,-0.0019249999999999942,-0.043449999999999996,-0.021466666666666672,-0.06768333333333332,-6.666666666666667e-05,0.0,0.060450000000000004,0.0383,0.0,0.014666666666666668,0.0
0,3,-0.005758333333333331,-0.11115390128137716,-0.005807971466007605,-0.01265102856173238,-0.005758333333333331,-0.04376666666666667,-0.021466666666666672,0.0296,-6.666666666666667e-05,0.0,0.011750000000000005,-0.05603333333333333,0.0,0.022400000000000007,0.0
0,4,-0.02435666666666667,-0.10896902636104827,-0.014425149300104237,-0.007048988769651446,-0.024356666666666665,-0.013949999999999999,-0.0079,0.3776999999999999,-0.00013333333333333334,0.0,-0.3644166666666666,0.07600000000000001,0.0,-0.3108666666666666,0.0
0,2,-0.0033700000000000015,-0.11996878334924177,-0.0016565481420175367,-0.006662329963689151,-0.003369999999999998,-0.04373333333333334,-0.021466666666666672,-0.006749999999999981,-0.00013333333333333334,0.0,0.0377,-0.015100000000000002,0.0,0.015783333333333344,0.0
0,0,-0.0034249999999999997,-0.11795092269366969,0.0001265646933473924,-0.008819504670384719,-0.003424999999999997,-0.04355,-0.021466666666666672,-0.047033333333333316,-0.00013333333333333334,0.0,0.05556666666666666,0.010616666666666665,0.0,0.011750000000000005,0.0
0,5,-0.027664999999999995,-0.12462247470888105,-0.020994665414472844,-0.011537810372668746,-0.027665000000000006,-0.014383333333333333,-0.011066666666666667,0.37733333333333335,-0.00013333333333333334,0.0,-0.29688333333333333,-0.03128333333333332,0.0,-0.3002333333333333,0.0
1,1,0.006996666666666666,-0.0940939487165706,0.005565947079656503,-0.010253582413209505,0.0069966666666666615,-0.05826666666666667,-0.03283333333333333,-0.060283333333333335,0.0,0.0,0.0405,0.053766666666666685,0.0,0.12708333333333335,0.0
1,3,0.004241666666666672,-0.07867112468508901,0.004458260559728676,-0.007310333781613134,0.004241666666666661,-0.058216666666666674,-0.0328,-0.004466666666666664,0.0,0.0,0.03266666666666668,-0.007583333333333338,0.0,0.11281666666666668,0.0
1,5,-0.026829999999999996,-0.1252825161707122,-0.010213870399050088,0.01625420047239809,-0.026830000000000003,0.006516666666666668,-0.012483333333333334,0.3589166666666666,0.0,0.0,-0.3063333333333333,-0.03846666666666667,0.0,-0.2764499999999999,0.0
1,0,0.008303333333333336,-0.077207659915754,0.009058594702725669,-0.012619441041039627,0.008303333333333326,-0.05116666666666667,-0.03283333333333333,-0.06443333333333336,0.0,0.0,0.04265,0.05896666666666666,0.0,0.12985000000000002,0.0
1,2,0.005206666666666669,-0.07509413137557401,0.005544843190196882,-0.0077612314422301565,0.005206666666666662,-0.05745000000000001,-0.03283333333333333,-0.00531666666666666,0.0,0.0,0.03275,-0.0039000000000000037,0.0,0.11881666666666667,0.0
1,4,-0.017335,-0.12884580015883065,-0.003944106217897445,0.006203000848676682,-0.017335,0.006583333333333334,-0.01305,0.2439166666666667,0.0,0.0,-0.2940666666666667,0.1437166666666667,0.0,-0.26045,0.0
2,4,-0.013233333333333335,-0.15763362997909514,-0.002813931957830035,0.00887029575815147,-0.01323333333333334,0.025650000000000003,-0.012983333333333333,0.20323333333333335,0.0,0.0,-0.2313666666666667,0.10374999999999997,0.0,-0.22061666666666668,0.0
2,0,0.0095,-0.027256441495980454,0.006152747403304656,-0.013114432456778916,0.009499999999999996,-0.060199999999999976,-0.043366666666666664,-0.05958333333333332,0.0,0.0,0.034499999999999996,0.07316666666666664,0.0,0.15048333333333333,0.0
2,1,0.009771666666666666,-0.07276765758571103,0.006806883814554494,-0.005388312835616413,0.009771666666666661,-0.06149999999999999,-0.043250000000000004,-0.07725,0.0,0.0,0.043416666666666666,0.07318333333333334,0.0,0.16311666666666666,0.0
2,5,-0.023076666666666662,-0.1663232163512277,-0.007589873710801422,0.018295431086016323,-0.023076666666666662,0.021849999999999998,-0.015566666666666666,0.29031666666666656,0.0,0.0,-0.2114666666666667,-0.044000000000000004,0.0,-0.27190000000000003,0.0
2,2,0.005028333333333333,-0.057657753079813266,0.0037571523976618532,-0.008009298847063624,0.005028333333333328,-0.07053333333333334,-0.043233333333333325,-0.008250000000000013,0.0,0.0,0.014633333333333337,0.03550000000000002,0.0,0.12216666666666666,0.0
2,3,0.006293333333333334,-0.03704775070688527,0.004916745194244892,-0.007813736440046565,0.006293333333333324,-0.06376666666666667,-0.04309999999999999,0.005200000000000003,0.0,0.0,0.012283333333333335,0.010066666666666666,0.0,0.14225,0.0
3,2,0.004966666666666665,-0.044376050869117646,0.002470676767492129,-0.01189522191329724,0.0049666666666666704,-0.07554999999999999,-0.05260000000000001,0.010250000000000014,0.0,0.0,0.003616666666666665,0.021983333333333337,0.0,0.14196666666666669,0.0
3,1,0.006666666666666662,-0.057535104640223655,0.0033209415372910667,-0.009779119308345291,0.006666666666666662,-0.07985000000000002,-0.05226666666666668,-0.037966666666666656,0.0,0.0,0.03841666666666666,0.05354999999999999,0.0,0.14478333333333335,0.0
3,5,-0.024865,-0.12617802878094322,-0.0090179415026971,0.014993986538980592,-0.02486500000000001,0.044250000000000005,-0.010799999999999997,0.2536833333333333,0.0,0.0,-0.1922166666666667,-0.07356666666666667,0.0,-0.26999999999999996,0.0
