iteration,node_id,accuracy,test_loss,f1score,precision,recall,accuracy_per_0,accuracy_per_1,accuracy_per_2,accuracy_per_3,accuracy_per_4,accuracy_per_5,accuracy_per_6,accuracy_per_7,accuracy_per_8,accuracy_per_9
6,2,0.0,2.0740932141195497e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,5,0.0,-6.216856650142516e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,0.0,-7.718694835608568e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,0.0,-1.8110338904688195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,0.0,7.812118833990963e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0.0,-9.926977322441276e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4,0.0,-2.2308599381189095e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2,0.0,2.2810198590407706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3,0.0,3.580853257137603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5,0.0,-7.854661039031713e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,6,0.0,-9.208055275793697e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7,0.0,-2.0195422188478983e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,5,0.0,-9.761159984794384e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2,0.0,2.5580221861104272e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1,0.0,8.467831393231343e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6,0.0,-1.0831055223210697e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4,0.0,-2.3543026579662216e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,3,0.0,4.10184232545791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0.0,-1.1304714190162366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2,0.0,2.9233415306857084e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7,0.0,-2.286988458813816e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,6,0.0,-1.2590039452510726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0.0,-1.3539051337046764e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,3,0.0,4.7797917379609516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1,0.0,9.037589969016594e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5,0.0,-1.2424491483738129e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4,0.0,-2.534267827890726e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,3,0.0,5.4510949704339176e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,6,0.0,-1.4567219708474947e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2,0.0,3.250917232790658e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,7,0.0,-2.5070463848149362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,4,0.0,-2.7193549838501673e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0.0,-1.576709176037483e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,5,0.0,-1.4678221382356078e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1,0.0,9.060535135857207e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1,0.0,9.987997509778143e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,4,0.0,-2.9030349133857538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0.0,-1.843056969470196e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,3,0.0,6.237796193945263e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,7,0.0,-2.7847600988375378e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,6,0.0,-1.7120937958289443e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2,0.0,3.601656850991489e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,5,0.0,-1.741869904469646e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1,0.0,1.0984432780468201e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,6,0.0,-1.9648446073519545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,7,0.0,-3.1243100613242454e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2,0.0,4.0326420017744434e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4,0.0,-3.168323490523105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0,0.0,-2.1090728425960083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5,0.0,-2.100212052621135e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3,0.0,7.192417821056266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,6,0.0,-2.310926674861208e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0.0,-2.435609576268823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7,0.0,-3.568555392532689e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1,0.0,1.2046953819734788e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,5,0.0,-2.5094061647011413e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3,0.0,8.361593390506211e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,4,0.0,-3.505056107593118e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2,0.0,4.6064138123261145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2,0.0,5.316106991800786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,7,0.0,-4.110502806222345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,0.0,-2.892846080578086e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,4,0.0,-3.9710604786532206e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,6,0.0,-2.7446955451482768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1,0.0,1.3373958945128185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,3,0.0,9.965468870352366e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,5,0.0,-3.0572496835930204e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,6,-2.499999999999997e-05,-3.2533039495659315e-05,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,4,-2.499999999999997e-05,-4.637102340257996e-05,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,2,-2.499999999999997e-05,6.410008782790394e-05,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,1,-2.499999999999997e-05,1.5333988176948123e-05,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,7,-2.499999999999997e-05,-4.954015915779888e-05,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,5,-2.499999999999997e-05,-3.824590154224109e-05,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,3,-2.499999999999997e-05,0.00012096616402516658,-4.972341442534278e-05,-0.0017859646362049727,-2.499999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00025,0.0
15,0,0.0,-3.5745785892237786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,3,-0.0005524999999999993,0.00014953401944190565,-0.0008684235018199191,-0.0017690175423705986,-0.0005524999999999992,0.0,0.0,0.00011904761904761914,0.0,0.0,0.0,0.0,0.0,-0.005644047619047619,0.0
16,7,-0.0005748809523809515,-6.029120278348803e-05,-0.0009110506773814507,-0.001614309990950788,-0.0005748809523809518,0.0,0.0,0.00011904761904761914,0.0,0.0,0.0,0.0,0.0,-0.005867857142857143,0.0
16,1,-0.0006953571428571421,1.9054476839526958e-05,-0.001145005011501941,-0.006615519440755072,-0.0006953571428571421,0.0,0.0,0.00011904761904761914,0.0,0.0,0.0,0.0,0.0,-0.007072619047619045,0.0
16,5,-0.0006929761904761896,-4.834701771224532e-05,-0.0011402650108231602,-0.006615495600248617,-0.00069297619047619,0.0,0.0,0.00011904761904761914,0.0,0.0,0.0,0.0,0.0,-0.007048809523809521,0.0
16,2,-0.0002977380952380953,7.797270100296595e-05,-0.0004011609144452446,0.005960252707369916,-0.0002977380952380952,0.0,0.0,7.142857142857149e-05,0.0,0.0,0.0,0.0,0.0,-0.0030488095238095235,0.0
16,4,-0.0007317857142857128,-5.482263119607256e-05,-0.0012180131993818062,-0.014949217287352134,-0.0007317857142857128,0.0,0.0,0.00011904761904761914,0.0,0.0,0.0,0.0,0.0,-0.007436904761904759,0.0
16,0,0.0004102380952380944,-4.3959154083297754e-05,0.0007743525998119747,0.015389858925012625,0.00041023809523809356,0.0,0.0,-3.5714285714285744e-05,0.0,0.0,0.0,0.0,0.0,0.004138095238095238,0.0
16,6,-0.0007274999999999989,-4.0707806583461536e-05,-0.0012093908633986803,-0.012568222039254182,-0.000727499999999999,0.0,0.0,0.00011904761904761914,0.0,0.0,0.0,0.0,0.0,-0.007394047619047617,0.0
17,1,-0.0028663095238095192,2.3883526926153177e-05,-0.003980260253986543,0.0009656982154180194,-0.0028663095238095244,0.0,0.0,0.0009261904761904769,0.0,0.0,0.0,0.0,0.0,-0.029589285714285724,0.0
17,6,-0.004166071428571428,-5.1264203169650506e-05,-0.006270970316735298,-0.004434751955093824,-0.004166071428571428,0.0,0.0,0.0009261904761904769,0.0,0.0,0.0,0.0,0.0,-0.04258690476190477,0.0
17,4,-0.00535297619047619,-6.692131830406584e-05,-0.008428044777847907,-0.00970797205989594,-0.005352976190476192,0.0,0.0,0.0009261904761904769,0.0,0.0,0.0,0.0,0.0,-0.0544559523809524,0.0
17,7,-0.0010626190476190477,-7.399574243044171e-05,-0.0009250640678844409,0.008166945844909158,-0.0010626190476190455,0.0,0.0,0.0009000000000000007,0.0,0.0,0.0,0.0,0.0,-0.011526190476190478,0.0
17,3,-0.0007939285714285734,0.0001839035960953402,-0.000467150747999252,0.012713273546255796,-0.0007939285714285715,0.0,0.0,0.0006285714285714292,0.0,0.0,0.0,0.0,0.0,-0.008567857142857134,0.0
17,2,0.0016963095238095238,9.504773778052233e-05,0.003636014494304244,0.022977691729195185,0.0016963095238095253,0.0,0.0,0.00016309523809523825,0.0,0.0,0.0,0.0,0.0,0.0168,0.0
17,5,-0.0026827380952380944,-6.130748457500014e-05,-0.0036622140120103753,0.0010114143056139412,-0.0026827380952380965,0.0,0.0,0.0009261904761904769,0.0,0.0,0.0,0.0,0.0,-0.02775357142857143,0.0
17,0,0.005615833333333329,-5.346092087302853e-05,0.00942666008581814,0.02519218533020378,0.0056158333333333295,0.0,0.0,-0.00039642857142857177,0.0,0.0,0.0,0.0,0.0,0.05655476190476192,0.0
18,0,0.015103571428571433,-6.414275477426408e-05,0.01825086993687874,-0.0026256993388832357,0.015103571428571431,0.0,0.0,-0.0021273809523809544,0.0,0.0,0.0,0.0,0.0,0.15316309523809515,0.0
18,7,0.0008142857142857152,-8.839948053675885e-05,0.0027104879332539053,0.003395166174281755,0.0008142857142857142,0.0,0.0,0.0032380952380952396,0.0,0.0,0.0,0.0,0.0,0.004904761904761901,0.0
18,2,0.0070516666666666636,0.00011351204547586733,0.009927786552013564,0.00033984988505673626,0.007051666666666669,0.0,0.0,0.0002761904761904745,0.0,0.0,0.0,0.0,0.0,0.07024047619047616,0.0
18,3,0.0014542857142857144,0.00022178563270418598,0.0033974006050432434,0.0023343072554642837,0.0014542857142857157,0.0,0.0,0.0018226190476190467,0.0,0.0,0.0,0.0,0.0,0.012720238095238092,0.0
18,6,-0.007851071428571424,-6.452025447351068e-05,-0.008012314756664552,0.005947862893101973,-0.007851071428571426,0.0,0.0,0.004314285714285716,0.0,0.0,0.0,0.0,0.0,-0.08282500000000001,0.0
18,1,-0.004107142857142854,2.8576090150001483e-05,-0.00326586579645937,0.004783822620104555,-0.004107142857142854,0.0,0.0,0.0037619047619047627,0.0,0.0,0.0,0.0,0.0,-0.04483333333333333,0.0
18,5,-0.0031960714285714275,-7.540433740194246e-05,-0.002151010086230646,0.0048073903274721205,-0.003196071428571427,0.0,0.0,0.003985714285714287,0.0,0.0,0.0,0.0,0.0,-0.03594642857142856,0.0
18,4,-0.01175702380952381,-8.048013480891085e-05,-0.013085079689495856,0.005088606775345923,-0.011757023809523807,0.0,0.0,0.004478571428571431,0.0,0.0,0.0,0.0,0.0,-0.12204880952380959,0.0
19,1,-0.002117857142857143,3.2706916205724856e-05,0.001456416448608828,0.005330126407265578,-0.0021178571428571453,0.0,0.0,0.01066071428571429,0.0,0.0,0.0,0.0,0.0,-0.03183928571428572,0.0
19,4,-0.00963916666666667,-9.592240566112704e-05,-0.0027129525068756684,0.013207087528917333,-0.009639166666666666,0.0,0.0,0.01577261904761905,0.0,0.0,0.0,0.0,0.0,-0.11216428571428576,0.0
19,0,0.014219166666666663,-7.720555650268706e-05,0.006296993145400956,-0.01565712805576573,0.01421916666666666,0.0,0.0,-0.01036309523809524,0.0,0.0,0.0,0.0,0.0,0.15255476190476192,0.0
19,3,0.0034767857142857105,0.0002699138433383018,0.0036768923712625283,-0.0015969651887267446,0.003476785714285712,0.0,0.0,0.002426190476190471,0.0,0.0,0.0,0.0,0.0,0.03234166666666666,0.0
19,5,-0.0008948809523809511,-9.235745673836724e-05,0.0021336874312913377,0.004621517863536509,-0.0008948809523809518,0.0,0.0,0.011651190476190476,0.0,0.0,0.0,0.0,0.0,-0.02060000000000001,0.0
19,6,-0.005642857142857143,-7.963857218317954e-05,-0.0002522903103613711,0.00946681318941897,-0.005642857142857141,0.0,0.0,0.013482142857142864,0.0,0.0,0.0,0.0,0.0,-0.06991071428571426,0.0
19,2,0.007251666666666664,0.00013653625673984665,0.004881318462246003,-0.00658103257232254,0.007251666666666664,0.0,0.0,-0.0025011904761904806,0.0,0.0,0.0,0.0,0.0,0.07501785714285715,0.0
19,7,0.002809642857142859,-0.00010557525585303882,0.003643923634679024,0.00027599003097690533,0.0028096428571428573,0.0,0.0,0.008746428571428566,0.0,0.0,0.0,0.0,0.0,0.019349999999999996,0.0
20,6,-0.001579880952380951,-0.00010077612379084612,0.004268039977070193,0.007475364800962729,-0.0015798809523809494,0.0,0.0,0.030572619047619036,0.0,0.0,0.0,0.0,0.0,-0.04637142857142857,0.0
20,0,0.007883333333333336,-9.69460417655555e-05,-0.005216550102038146,-0.015521981648852178,0.007883333333333332,0.0,0.0,-0.02700357142857144,0.0,0.0,0.0,0.0,0.0,0.10583690476190476,0.0
20,5,0.0014878571428571445,-0.00011507201852814745,0.0029459730675167584,0.0024309749739736116,0.0014878571428571458,0.0,0.0,0.024846428571428547,0.0,0.0,0.0,0.0,0.0,-0.009967857142857146,0.0
20,1,0.0003571428571428583,4.0178435261735367e-05,0.003068845795052086,0.003491688627150133,0.00035714285714285416,0.0,0.0,0.0227202380952381,0.0,0.0,0.0,0.0,0.0,-0.019148809523809526,0.0
20,7,0.0033741666666666646,-0.00013366945772628846,0.0012834574727444569,-0.0019500067646272918,0.0033741666666666707,0.0,0.0,0.017386904761904753,0.0,0.0,0.0,0.0,0.0,0.016354761904761907,0.0
20,2,0.004315595238095237,0.00017103393185600432,-0.001889102730097187,-0.008307611298087308,0.004315595238095237,0.0,0.0,-0.012191666666666674,0.0,0.0,0.0,0.0,0.0,0.05534761904761905,0.0
20,3,0.0028920238095238105,0.0003416752974337003,-0.00013371212278274385,-0.004272725949245638,0.0028920238095238113,0.0,0.0,-0.001957142857142866,0.0,0.0,0.0,0.0,0.0,0.03087738095238096,0.0
20,4,-0.0039552380952381,-0.00011825098895942245,0.005145812704175293,0.011669816402226502,-0.0039552380952380985,0.0,0.0,0.03725119047619048,0.0,0.0,0.0,0.0,0.0,-0.07680357142857143,0.0
